100945241,2504,6606,23,33,33
107879987,2501,6522,1,181,20
66166247,2497,6501,212,63,4
83602812,2493,6918,43,244,13
33277457,2492,5157,403,190,73
89862209,2490,6871,96,16,8
74261240,2480,5748,85,224,29
141565666,2476,6024,19,18,20
124761589,2440,6419,2,300,26
65068308,2438,6679,190,15,35
77099628,2421,6268,134,85,33
120736960,2420,6681,63,198,28
64604595,2416,4657,68,20,4
55773439,2412,6712,136,39,17
40907060,2406,5536,105,104,41
137531511,2398,6874,16,293,37
137050612,2397,6357,2,187,33
108430412,2396,6115,60,9,11
114222943,2394,5197,59,83,34
69723528,2389,9561,121,297,33
60365378,2389,5041,247,0,8
25965058,2379,5159,135,443,2
99759576,2350,4967,487,142,8
135321016,2347,7011,275,127,207
107791220,2340,6598,0,419,29
46896961,2339,8119,233,55,36
47041485,2338,4861,594,109,22
25800428,2333,6351,5,572,59
10553800,2313,3021,7,24,0
44614861,2303,5136,6,90,11
23329867,2303,5361,1,199,38
29221416,2299,4982,103,46,8
133641782,2294,4500,84,318,162
119349038,2293,7199,48,148,19
68413004,2290,7624,353,46,13
116780169,2285,5905,11,411,119
80680135,2285,4856,7,466,53
44810785,2275,5720,104,183,16
96927552,2273,5506,726,4,9
115509823,2272,5985,340,28,20
73737167,2266,6231,6,87,9
35717987,2253,5458,43,115,49
78365354,2248,4529,537,14,65
105220768,2248,5706,18,144,55
69741180,2247,4274,1035,9,8
48977926,2243,6290,58,457,42
79976499,2241,5437,21,279,25
94394468,2232,3992,22,14,11
92960199,2222,5114,83,280,21
111063096,2222,3972,59,0,3
96382230,2219,6142,91,91,12
98609058,2216,4566,92,121,27
105513020,2212,4927,284,49,9
105291484,2208,6060,219,56,22
108594053,2198,4555,112,49,63
76532351,2195,5654,7,293,55
46102349,2193,5616,106,92,9
83684528,2188,4638,22,3,1
130583256,2182,5723,25,36,12
65916987,2182,7122,12,438,56
121374760,2169,6600,23,886,146
96642918,2168,5456,94,56,13
56413410,2167,6691,2,176,7
50240467,2156,5277,12,106,29
59502935,2150,4906,3,231,105
95934502,2138,6344,3,158,16
90958542,2137,4571,13,116,12
140767127,2132,5072,2,128,29
89315288,2131,5354,3,81,52
45855740,2127,5549,6,374,43
80653155,2122,3568,3,70,6
88605554,2121,4934,1,65,28
87088035,2116,4826,23,54,39
30607791,2116,5111,160,119,24
25389839,2108,6111,150,113,26
16642876,2103,5393,98,8,12
42659811,2103,5874,352,25,21
70248359,2103,3988,19,145,20
41166322,2103,4403,130,15,2
48231447,2098,4090,284,153,69
1561610,2094,4903,8,431,176
75318830,2091,5962,440,70,10
103299356,2089,5981,70,444,28
51532560,2089,6415,10,243,61
73597094,2089,3997,1,364,37
61038739,2083,4259,311,24,2
2998777,2082,5508,1,221,10
81319256,2074,5451,78,1,10
42714086,2072,4264,83,1,6
129657497,2070,5390,123,144,43
8598345,2069,5805,129,140,11
15408775,2059,5711,97,279,64
41509153,2055,4571,2,33,4
38102445,2053,5799,4,39,14
109159794,2043,3978,70,13,8
121265866,2040,5746,62,12,18
64864538,2035,4774,4,100,29
132859392,2034,4546,23,341,127
54503733,2033,4740,16,111,8
26340411,2029,5550,37,109,8
137206195,2026,5832,84,142,22
96786471,2024,4617,845,185,15
51083613,2023,4616,1,261,6
51692765,2013,5013,63,115,62
12513470,2008,3928,110,107,10
100715671,2003,5107,11,152,9
17471472,2003,4392,3,70,57
21968456,1999,5245,0,187,34
32011454,1995,4684,1,87,17
89233383,1994,4363,23,25,8
76417703,1992,6801,0,135,58
13906709,1992,4671,2,298,36
56193432,1988,3723,45,401,2
74356194,1984,4757,2,441,38
53236012,1983,6769,227,127,48
74664651,1981,4751,86,51,20
89362349,1978,5572,125,23,15
103748797,1974,5479,15,325,18
3230317,1969,4899,32,171,22
45268920,1968,4197,1108,21,4
37868022,1963,4958,805,1,11
31150503,1962,5807,85,230,31
34367769,1961,3790,14,22,24
21838112,1958,3574,8,183,65
28880921,1954,3819,284,10,8
47344550,1953,5856,4,210,14
70270079,1951,4632,391,62,6
118033983,1951,3850,33,0,2
127583067,1950,3910,108,7,12
43708275,1944,6049,67,57,34
85901503,1943,5016,141,28,30
1017622,1943,4854,6,134,11
88137020,1934,3376,123,1,0
118918181,1932,4361,26,484,51
47587432,1931,5137,39,601,126
75268661,1926,5824,130,71,54
23038853,1925,5148,7,249,13
132671424,1922,4467,29,37,39
94316158,1920,4359,274,171,25
110279640,1918,4365,73,73,17
771719,1915,5644,1,104,20
14543753,1912,4279,1,133,54
88821605,1912,4834,306,11,12
1535406,1909,4112,3,295,61
86241219,1909,5428,16,270,16
88257423,1907,4261,0,503,159
89885556,1903,5232,594,77,22
117233589,1899,5329,46,138,17
97587464,1894,4375,95,205,41
90563664,1893,4025,65,123,10
127091300,1891,5594,435,6,10
118825889,1891,4526,47,173,98
14504881,1890,3720,144,111,11
33713238,1884,3877,343,47,8
98147182,1878,4122,18,189,34
46758215,1876,5334,4,131,62
41993449,1875,5406,64,357,108
12027609,1875,4055,344,22,20
125518888,1874,4069,196,50,40
100699621,1872,5927,158,124,22
24001678,1868,4366,24,132,29
120849054,1864,3739,2,274,24
44850234,1861,3470,125,2,3
47346917,1861,5639,205,287,17
16022065,1858,5046,749,236,21
43072986,1858,3716,8,8,15
111418639,1856,4030,36,345,52
12102782,1856,4275,3,25,10
61985804,1852,5008,66,89,59
69588442,1852,4560,228,2,6
90342802,1848,4078,3,171,7
122532985,1847,4395,175,11,18
51654868,1847,4929,42,376,33
78436160,1838,4866,5,15,21
15512466,1837,3361,5,184,46
54053313,1835,4502,80,28,29
28490094,1833,4197,119,202,25
76475208,1833,3658,170,91,20
130580296,1831,3047,84,6,16
90335230,1827,3268,101,30,16
137092115,1823,5261,104,34,35
130583905,1821,4470,57,38,8
134148769,1820,4260,7,7,43
83094299,1818,5266,53,97,35
111378577,1813,5475,96,16,8
31467985,1811,3047,0,61,5
31550460,1806,2570,3,33,8
60284321,1800,3074,2,59,40
52673329,1798,4915,229,57,16
65420018,1794,4239,179,94,29
125847479,1792,4559,224,10,19
130714009,1790,4553,3,303,61
142147795,1789,3775,105,3,8
102689596,1789,4856,36,338,21
16891565,1789,4524,79,44,24
101759904,1788,4943,1,224,47
12897900,1788,5107,15,108,9
74346830,1788,5115,10,465,55
122331001,1785,3947,22,93,18
33384407,1785,4848,215,186,21
2095294,1782,4019,264,136,8
14058841,1778,4072,5,102,29
42182525,1777,5095,8,54,32
16439195,1776,5111,52,97,36
91915921,1771,4464,115,70,25
41683503,1765,5876,26,2,7
113321309,1763,4223,1,166,26
137190407,1763,3723,4,277,75
74970566,1760,5157,17,241,63
28534351,1759,4239,109,81,46
111835408,1757,6366,120,517,50
123857760,1754,5377,18,377,133
105425114,1752,3102,134,33,26
76515317,1750,3355,194,67,21
36140679,1747,4736,22,93,69
125736325,1746,5383,486,158,38
64141038,1743,3304,194,2,0
11499417,1742,4954,280,52,30
38540226,1738,2700,18,9,21
37644304,1738,3742,97,83,25
48733433,1735,3661,2,82,49
115581277,1730,3402,91,144,26
116989241,1727,4691,15,2,6
119370179,1725,5502,170,32,23
48583253,1725,3554,0,94,26
72194563,1725,4749,36,519,68
101764626,1723,4467,211,8,15
99137411,1717,4327,256,62,7
68074055,1710,5625,98,99,52
119760989,1708,3403,35,0,0
117965873,1702,2708,10,53,0
125117551,1700,4703,11,2,22
87480402,1696,3559,35,90,38
3979052,1695,4719,209,0,16
31307312,1694,5600,351,577,46
101737065,1690,4067,0,202,6
17985900,1690,3078,176,23,9
37217199,1689,5154,129,71,6
103085001,1687,3408,99,14,22
11121474,1685,3417,0,418,15
11521732,1684,4177,165,309,109
123900342,1683,2894,6,225,30
71636918,1675,4275,383,70,3
46620381,1675,4378,183,246,16
63652221,1675,3938,437,106,6
88538921,1669,4206,8,62,14
116056493,1668,3932,251,202,48
50405875,1666,4301,240,213,104
107673017,1666,5120,119,33,31
94616427,1665,4709,0,328,42
66015216,1664,2562,0,169,24
141200871,1661,3443,3,24,43
28102496,1660,4811,9,182,11
87470884,1658,4913,321,37,9
81500436,1657,4429,20,87,19
92500742,1654,4139,17,299,43
130699981,1649,4576,219,325,27
64190622,1648,4966,172,24,8
15592007,1647,4024,712,29,1
72956422,1643,3851,28,17,48
78324436,1637,3800,126,34,24
45116925,1635,4514,139,119,21
56707430,1634,4037,114,19,19
70500246,1629,3447,2,226,94
69953654,1629,3630,282,257,48
36185714,1628,4150,81,19,13
55678980,1626,2792,51,41,6
117549219,1623,4491,34,10,10
139668332,1622,4566,7,400,110
19236259,1620,3984,68,90,20
84488670,1618,3567,6,95,27
67469321,1613,4266,1,224,35
26916375,1611,4968,178,335,32
122869892,1609,3950,75,55,36
127929103,1605,4293,67,35,14
23793179,1601,3206,55,41,32
135510820,1601,4581,133,405,13
91686454,1601,4199,101,57,70
134029279,1600,3879,270,19,18
91518799,1598,3675,5,31,2
115100866,1597,3456,4,1,5
18763809,1596,2904,10,155,49
33078703,1594,3406,7,135,0
58305040,1593,3861,24,133,41
75502213,1589,4386,56,6,11
22921488,1589,3037,2,200,43
15526307,1588,4051,1,3,0
54257383,1586,4187,100,47,33
29938725,1586,3310,99,9,37
91309794,1585,3055,1,194,23
23130068,1584,3693,5,188,41
21449998,1581,3080,3,231,47
120664599,1579,4507,197,53,30
104531516,1578,3689,64,62,33
8583317,1578,3868,4,74,27
23818334,1575,3524,3,142,12
139621149,1573,5143,79,200,25
110468225,1571,3584,182,32,58
36121813,1570,4387,94,98,44
7546392,1568,4208,160,79,18
48610424,1568,3225,77,14,23
87527373,1568,3691,73,10,17
80389559,1564,2894,0,64,7
30559509,1563,3898,34,134,21
60088374,1562,4593,8,249,27
21209933,1561,4055,40,162,31
43113553,1560,4271,101,119,102
30516846,1560,3477,38,22,15
90746875,1560,4266,4,245,54
31222716,1559,4035,30,99,33
93756432,1558,3365,45,38,2
23749054,1552,3664,13,273,22
78948943,1552,4699,43,172,29
108836330,1552,5439,60,106,52
66976876,1551,4067,68,0,4
739573,1551,4517,1,310,47
107022033,1549,4973,97,245,72
133442561,1549,3959,117,142,14
134309562,1549,4804,75,343,98
86860857,1547,4169,22,268,25
32219902,1547,3324,10,97,60
130227880,1544,3847,17,128,28
104849335,1540,4174,103,71,25
117848028,1539,3402,219,68,36
92323562,1536,3599,11,43,9
31024861,1527,3401,275,96,10
18060671,1526,3870,1,188,8
69051488,1522,3782,1,148,5
104615163,1515,2644,3,40,3
88959033,1511,3244,4,217,27
142073399,1511,3474,1,65,16
80489520,1509,4333,15,77,98
103550913,1509,3303,123,249,10
127845416,1508,3330,63,62,21
94173761,1508,5263,48,40,45
96877885,1506,3133,0,45,17
118828178,1506,3512,129,27,8
59344659,1503,4406,5,143,22
126248485,1503,2865,197,18,10
116662489,1498,4256,35,10,9
6378117,1495,3972,122,34,12
47407626,1493,3805,84,35,27
109369720,1492,2661,119,61,50
138314887,1491,3812,66,165,54
100112779,1491,3963,389,136,43
24298954,1491,3600,72,15,5
31718228,1486,4554,140,123,27
7615259,1486,3457,125,16,23
142143305,1485,3075,2,260,7
66298563,1483,3807,71,75,5
126043898,1482,3866,164,26,11
26640891,1480,2861,44,0,1
134002712,1479,3665,253,254,63
33393343,1478,2805,0,14,0
12269523,1478,3366,18,208,75
56031880,1477,3826,2,95,50
133135970,1476,3258,176,66,24
100121590,1476,4071,49,91,68
50724712,1475,3449,5,116,16
94536232,1475,3048,1,71,6
76389315,1474,3784,67,106,40
138977640,1472,4301,78,222,8
47174804,1472,5202,260,153,112
17042777,1471,3047,129,0,0
112994827,1471,3541,241,16,7
438276,1470,3171,1,100,15
47216621,1468,3214,189,19,11
20426327,1463,4740,7,225,38
115821604,1462,3343,28,126,48
128519833,1461,2504,2,1,5
68352416,1461,2928,132,12,4
45561576,1458,3341,145,57,9
85067839,1458,2890,19,15,21
142332593,1458,2759,57,35,24
89488053,1458,3735,2,70,16
62015223,1457,3317,25,36,5
56238094,1454,3336,0,40,6
1790150,1454,3557,253,1,1
90175461,1450,3871,113,7,7
142258739,1449,2949,45,72,11
119420069,1449,3321,40,135,32
36524064,1448,3871,249,28,12
29943812,1447,2820,14,170,9
23251020,1447,2863,137,19,26
20815921,1446,3837,105,421,106
110374599,1446,4250,23,70,34
20544860,1444,4019,8,239,50
20048853,1444,3871,140,25,22
70892487,1443,4237,21,29,21
54368965,1440,3284,43,4,6
39081616,1440,3591,236,35,16
64139754,1437,3988,11,98,29
88999753,1435,3995,140,85,15
134450458,1433,3053,3,36,21
122626233,1431,4229,125,7,6
102726502,1430,3098,1,85,21
34382986,1426,3045,1,87,44
76435150,1426,2181,0,34,3
92926865,1425,3731,86,288,88
33638786,1425,3566,37,81,43
120859758,1424,3269,1,132,24
15538158,1422,4568,1,92,12
98167934,1420,4268,2,16,8
120966493,1420,2994,2,157,20
22496560,1420,2354,0,66,3
2996605,1420,3922,205,110,5
65801616,1419,2762,14,145,41
84001614,1419,3486,143,97,22
11313128,1418,3653,3,167,3
105316152,1417,3732,2,261,27
12732146,1416,3895,92,33,17
7944698,1416,3263,28,330,114
73007312,1413,3164,15,84,36
90113730,1413,3153,944,136,11
107606206,1412,3776,68,17,28
71276064,1411,3289,5,69,37
118352761,1409,3443,38,61,5
13398279,1408,3468,3,23,11
14419615,1407,4286,11,163,17
48898910,1407,4453,54,11,3
52865510,1407,3242,151,4,12
126229065,1401,3710,4,89,17
113143246,1400,3358,109,30,34
58151249,1400,3611,1,76,13
111410233,1398,3371,61,6,9
15343106,1398,2596,4,121,12
3703520,1398,3228,4,153,47
58883715,1398,2849,15,7,9
122762182,1397,2860,140,0,1
101338835,1397,3676,8,227,7
6162328,1396,3688,2,57,34
69493193,1395,4934,0,594,69
7882176,1394,3341,0,148,51
38527866,1393,3046,4,29,6
94770747,1392,3953,43,68,44
53714816,1392,3728,17,55,21
74120477,1391,3846,120,95,17
25103848,1390,4079,201,56,10
2471118,1388,3950,46,219,21
17304888,1387,4303,14,32,25
91614178,1386,3767,148,123,33
29064427,1386,2844,61,68,34
43707353,1386,4105,90,67,53
45991751,1386,3590,22,13,3
36409669,1385,3499,9,36,24
73305302,1385,3507,56,40,37
36148755,1384,3165,148,85,65
50809462,1382,3418,5,187,35
100368294,1379,3377,12,424,18
126603266,1379,3606,2,91,42
129828194,1379,3486,628,1,11
74816258,1377,3611,1,140,3
1928096,1377,2749,2,53,18
50289919,1377,2947,2,13,6
90254543,1376,2509,236,1,19
72646443,1375,2941,65,171,61
54527285,1372,2574,168,22,22
13141322,1371,3084,44,87,38
7672365,1370,3128,78,1,1
100213955,1368,3171,178,234,24
68632763,1363,3224,1,38,27
92385303,1362,3578,50,73,13
101034881,1360,3411,203,10,8
54882858,1360,3642,2,81,35
47795449,1359,2635,55,24,18
130206172,1358,3800,390,227,9
139370639,1358,3371,2,47,16
12608436,1357,3227,24,109,33
95203830,1354,3680,19,8,12
89634823,1353,3111,24,39,33
24301744,1353,2388,0,9,0
49149782,1352,2488,45,223,32
141361543,1352,3110,22,221,19
32356212,1351,3539,132,82,30
30872855,1351,3017,2,150,63
28398589,1350,3224,107,102,48
46415349,1347,3145,66,80,16
66015019,1346,2381,1,62,11
5999606,1346,2614,29,51,11
120607401,1346,3022,1,49,6
136420024,1342,3321,34,41,27
25820087,1339,3569,51,1,6
48821947,1339,3910,101,0,8
26664688,1339,3020,107,27,23
46288074,1337,3035,3,20,23
108049615,1336,2911,49,6,13
117974829,1336,3237,90,13,40
59451304,1332,3186,0,122,47
39705101,1331,3495,0,16,18
24236828,1330,2896,0,107,29
53164234,1330,3027,4,158,43
141773008,1326,4050,67,13,8
44939837,1326,2539,1,411,0
42019532,1325,3942,445,8,16
116830510,1324,3096,348,26,21
16557692,1323,3470,91,113,51
65646895,1323,2925,6,44,27
66179672,1322,3497,346,3,19
125635006,1322,3175,3,40,11
78064816,1321,3424,74,118,89
48833599,1320,4021,7,89,23
122352325,1320,3367,80,102,16
71963285,1319,3360,1,135,31
2869892,1315,3180,190,92,2
51212448,1315,2706,0,47,1
85116925,1314,3646,43,17,27
19839658,1314,2868,124,12,11
98087646,1312,3577,3,1,13
36209907,1312,3168,54,5,5
78836388,1312,2908,75,119,102
49749880,1310,4042,482,282,60
99834781,1309,3096,1,191,32
30671231,1308,3189,229,14,32
4770315,1307,2901,97,9,5
107808763,1305,2640,1,52,8
54878837,1304,2739,78,505,65
103228540,1303,3044,3,70,34
125422709,1303,4509,0,969,97
45349887,1302,3501,403,26,30
82595029,1301,3620,0,182,27
34814020,1301,3242,3,56,10
84123477,1301,3359,68,241,37
26309649,1300,4175,354,139,60
87452250,1298,3623,1,204,54
52753260,1298,3381,4,40,26
113970599,1296,3948,2,24,31
38037832,1296,3442,165,33,5
10977473,1295,2973,17,3,10
116033573,1294,3230,15,11,6
29809341,1293,2836,52,84,10
40297927,1293,3119,2,307,27
81525436,1292,2678,48,72,17
71517427,1291,3044,152,59,24
140941965,1290,2953,19,81,25
21322266,1288,2937,84,24,21
74309234,1287,4080,147,291,40
97811342,1286,3263,2,153,26
122473970,1284,3056,56,145,21
41759212,1281,3260,4,62,32
74057376,1281,4003,59,111,37
86868724,1279,2411,2,89,10
80182755,1279,2734,78,19,16
71091987,1277,2969,1,127,19
135012633,1274,3520,166,182,69
134503898,1273,4131,294,43,8
34692963,1271,3036,127,39,25
24045086,1271,3947,184,247,69
93130238,1270,3067,50,32,29
87211285,1270,2815,142,90,16
31573310,1270,2896,93,196,26
52326160,1270,2761,71,16,20
84368466,1266,4263,242,373,106
34257736,1266,2576,4,6,7
83313891,1265,3547,2,164,34
127311714,1265,2799,108,29,19
123783088,1261,3465,1,166,41
62745757,1256,3338,33,8,11
141106107,1254,3708,17,72,61
87384297,1254,3818,187,78,40
99411301,1254,2708,46,159,63
91388134,1253,3132,26,4,8
26638964,1252,2206,20,3,10
87107968,1251,3722,15,8,11
17526434,1250,2789,76,59,42
41017565,1250,3079,2,62,1
81523664,1246,2872,95,16,12
27246513,1246,2594,274,46,21
68370722,1246,3106,206,114,27
33646417,1245,3371,46,46,19
93355152,1245,3001,30,182,30
101510566,1244,4350,82,418,78
58107576,1243,2416,2,10,3
123603693,1243,3472,89,22,20
46320598,1243,2989,35,7,13
115633523,1242,2968,135,5,12
75764489,1242,3118,83,102,8
90795949,1241,2662,192,39,13
31840935,1240,4441,255,48,25
110054445,1240,3300,7,20,16
27164286,1240,2322,3,134,30
64087996,1239,3022,7,375,231
31006519,1238,4128,64,71,17
67807564,1237,3308,46,1,8
44059108,1237,2691,2,146,48
114497655,1237,2414,44,20,46
29762430,1236,3015,128,202,29
68781596,1236,2289,1,57,0
45709241,1235,3127,4,117,38
121872216,1235,3484,9,172,25
14698625,1235,2567,3,59,20
101808119,1233,2978,472,117,13
107479712,1232,2840,56,16,6
141278390,1232,2865,129,135,2
17254185,1231,2552,8,10,6
26770280,1231,2485,4,107,54
48952506,1230,2902,163,64,39
10735808,1228,2849,50,154,1
893399,1227,2869,1,60,10
104414180,1226,3193,9,126,21
56352694,1225,2536,73,26,13
7494627,1224,3118,17,184,42
65910194,1224,1935,2,71,41
48012828,1224,3398,5,21,4
50373510,1223,2688,2,66,17
31493754,1222,2646,25,80,17
18788653,1222,2935,0,428,8
99220736,1221,3170,25,106,64
65335441,1217,2877,17,83,18
70412049,1215,3056,2,175,60
81246263,1213,1942,2,76,0
125250972,1213,2399,46,160,3
108768391,1212,2582,1,310,46
3391398,1211,3601,1,148,17
29367711,1207,2616,4,88,12
107802336,1207,3296,0,122,36
103114172,1206,2574,5,216,5
80514853,1204,3292,19,20,16
2764328,1204,2418,156,11,16
5957816,1203,2889,5,41,16
26504487,1203,2573,0,328,176
109217786,1202,2729,0,77,6
33522133,1201,3172,116,1,13
56859796,1201,3547,109,21,17
121778868,1200,2996,87,36,48
77053167,1199,3417,3,239,41
98080912,1198,3129,25,23,26
32977820,1197,2692,44,8,7
69492604,1195,2774,1,172,26
41807643,1195,2351,1,11,14
112037788,1194,3734,4,312,31
104773093,1193,2680,340,0,3
41888827,1191,2989,30,10,13
120010802,1190,2022,1,1,6
39817255,1190,3026,5,114,36
141074749,1190,2784,3,1,7
43380951,1189,3041,239,29,1
43477702,1189,2918,305,106,22
78109345,1189,2169,14,107,10
129979590,1189,3623,88,85,13
11417461,1186,2858,49,2,7
101991833,1186,2864,3,126,4
21860147,1186,2505,43,38,9
137215130,1185,2910,27,112,64
53540927,1184,4372,6,292,121
141325380,1184,2479,1,167,4
33897272,1182,3048,121,8,11
26094654,1182,3082,2,209,19
123488278,1179,3221,8,53,20
13201221,1179,2924,1,92,12
100256849,1178,3094,106,19,13
140500519,1177,3082,74,99,50
46522251,1176,3211,111,42,6
35442441,1176,2817,114,2,28
36696186,1176,2981,170,234,8
109867332,1175,3150,120,272,34
55214292,1174,3570,215,17,16
18187983,1174,2904,86,3,5
130453311,1172,2802,1,129,29
118828623,1172,3197,74,72,32
94347670,1170,2282,11,53,4
55299848,1170,2638,288,27,13
5109731,1170,3643,47,156,60
67611131,1170,2239,38,97,28
42717643,1169,2115,6,20,16
88428110,1169,2516,9,73,20
47838419,1169,2356,5,54,6
32773474,1169,2058,1,35,12
52331564,1167,2857,92,169,64
132985320,1166,2354,1,44,21
78655643,1165,2820,169,73,5
82898642,1163,1726,0,29,9
19095,1163,3718,2,209,38
107508065,1162,2937,2,126,21
60623651,1161,2690,370,14,7
22326825,1161,2439,109,60,14
102482295,1160,3103,34,118,62
28536245,1159,2712,15,127,4
47594591,1159,3194,9,120,15
18868044,1158,2899,19,111,13
22717128,1157,3300,73,173,12
87942879,1157,3256,1,60,26
602312,1156,3210,1,86,6
12779464,1155,2974,66,13,6
142428066,1154,2823,29,41,17
118558480,1154,1566,3,422,29
8449934,1153,2798,111,31,32
86056995,1153,3071,0,197,36
26202962,1150,2633,119,38,24
23623188,1150,2353,2,158,49
4707609,1150,3503,22,24,80
137565555,1150,2499,18,57,8
122432429,1149,3238,71,26,8
93530522,1149,1691,27,2,5
83255556,1148,3522,9,30,17
129900605,1144,3492,5,62,38
51770023,1143,2877,87,210,16
64338314,1143,2427,0,138,16
105200380,1141,2475,150,272,21
80759955,1140,3006,114,142,59
78686517,1140,2634,7,77,27
90083915,1140,2444,3,218,27
65078859,1140,2546,67,42,14
43694897,1140,2510,115,154,5
65080988,1139,3340,62,34,9
55327215,1139,2131,3,79,58
71437303,1138,2655,53,154,18
39470736,1138,3347,3,179,46
205463,1137,2631,0,361,248
85098361,1136,2881,29,153,24
102020621,1136,3305,6,150,14
129695577,1136,2906,107,29,9
20280300,1135,2914,5,0,3
65393458,1134,2624,31,3,13
118112296,1134,2696,133,0,6
23506775,1133,2711,1,72,10
82644746,1133,2467,31,257,8
29827518,1131,2566,381,5,16
124829509,1130,3721,21,99,12
18117036,1130,2462,12,134,15
45514873,1127,2771,150,23,15
6224347,1126,2547,2,12,0
80190414,1126,3356,229,131,11
43023889,1123,2018,0,60,16
10210709,1123,3022,89,5,10
4607223,1121,2293,2,294,56
68795151,1120,2109,154,129,59
91986591,1120,2712,7,55,20
56553525,1119,3003,17,59,19
4883354,1119,3805,8,240,100
37121101,1118,2260,1,100,29
116225160,1118,3065,18,188,25
49083918,1118,2931,57,30,27
36061410,1118,2822,9,133,6
8322595,1117,3620,83,115,39
140762201,1116,2954,1,85,9
69135772,1116,2164,38,6,11
17380762,1116,2733,21,144,12
128007153,1115,3256,93,5,27
98734198,1114,2497,40,60,35
118790765,1114,3528,0,443,36
132614754,1113,3393,25,20,6
36330239,1112,2228,105,30,3
25043488,1112,2478,0,12,4
73223346,1111,2657,5,93,44
135580342,1108,2516,112,18,15
34593792,1107,3542,5,69,11
112420330,1106,2443,121,51,36
99093727,1106,3043,82,30,20
31340517,1104,2046,18,1,6
14794503,1103,2314,69,28,6
124843482,1103,2492,3,77,40
85671542,1102,3224,2,161,22
68089629,1101,2861,29,47,9
141368648,1099,2381,161,24,11
139264243,1099,2364,223,53,20
110910177,1098,3002,18,63,23
110522524,1098,2182,79,41,25
120537106,1097,2877,0,68,19
23210309,1097,2534,4,45,20
112487125,1095,3267,697,3,18
